id,ref_id,reviewer,source,basis,type,load_protocol,num_observations,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,location,edp,edp_unit,ds_rank,ds_description,median,beta,probability
535,D3032.013l,Dustin,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
536,D3041.001a,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC A or B - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,1.92,0.5,1.0
537,D3041.001a,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC A or B - Costing per 10 units",,Peak Floor Acceleration,g,2.0,Fan dislodges from isolators and drops.,2.4,0.5,1.0
538,D3041.001b,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC C - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,1.92,0.5,1.0
539,D3041.001b,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC C - Costing per 10 units",,Peak Floor Acceleration,g,2.0,Fan dislodges from isolators and drops.,2.4,0.5,1.0
540,D3041.001c,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,2.25,0.4,1.0
541,D3041.001c,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F - Costing per 10 units",,Peak Floor Acceleration,g,2.0,Fan dislodges from isolators and drops.,2.6,0.4,1.0
542,D3041.001d,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F (OSHPD or sim) - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,2.25,0.4,1.0
543,D3041.001d,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F (OSHPD or sim) - Costing per 10 units",,Peak Floor Acceleration,g,2.0,Fan dislodges from isolators and drops.,2.6,0.4,1.0
544,D3041.002a,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC A or B - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,1.9,0.4,1.0
545,D3041.002b,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC C - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,1.9,0.4,1.0
546,D3041.002c,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC D, E, F - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,2.25,0.4,1.0
547,D3041.002d,Dustin,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC D, E, F (OSHPD or sim) - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,2.25,0.4,1.0
548,D3041.011a,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
549,D3041.011a,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
550,D3041.011b,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
551,D3041.011b,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
552,D3041.011c,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
553,D3041.011c,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
554,D3041.011d,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
555,D3041.011d,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
556,D3041.012a,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC A or B - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
557,D3041.012a,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC A or B - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
558,D3041.012b,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC C - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
559,D3041.012b,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC C - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
560,D3041.012c,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
561,D3041.012c,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
562,D3041.012d,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
563,D3041.012d,Dustin,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
564,D3041.021a,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
565,D3041.021a,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
566,D3041.021b,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
567,D3041.021b,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
568,D3041.021c,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
569,D3041.021c,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
570,D3041.021d,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
571,D3041.021d,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
572,D3041.022a,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC A or B - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
573,D3041.022a,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC A or B - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
574,D3041.022b,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC C - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
575,D3041.022b,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC C - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
576,D3041.022c,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
577,D3041.022c,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
578,D3041.022d,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,3.75,0.4,1.0
579,D3041.022d,Dustin,FEMA P-58,,,,,D3041,HVAC Stainless Steel Ducting,,,,,"HVAC Stainless Steel Ducting - 6 sq. ft cross sectional area or greater, SDC D, E, or F (OSHPD or sim) - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,4.5,0.4,1.0
