id,reference_id,reviewer,source,basis,type,load_protocol,num_observations,nistir_id,comp_type,sub_type,detailing,material,size_class,comp_description,location,edp,edp_unit,ds_rank,ds_description,median,beta,probability
fra1507a,D3032.013b,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
fra1508a,D3032.013c,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1509a,D3032.013c,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1510a,D3032.013c,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
fra1511a,D3032.013c,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
fra1512a,D3032.013d,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1513a,D3032.013d,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1514a,D3032.013e,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
fra1515a,D3032.013e,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
fra1516a,D3032.013f,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1517a,D3032.013f,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1518a,D3032.013f,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
fra1519a,D3032.013f,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large non medical air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
fra1520a,D3032.013g,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1521a,D3032.013g,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1522a,D3032.013h,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
fra1523a,D3032.013h,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
fra1524a,D3032.013i,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1525a,D3032.013i,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1526a,D3032.013i,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
fra1527a,D3032.013i,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Small medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
fra1528a,D3032.013j,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.7
fra1529a,D3032.013j,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Anchorage fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.3
fra1530a,D3032.013k,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Equipment does not function but anchorage is OK. Motor is damaged.,1.84,0.6,0.5
fra1531a,D3032.013k,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Equipment fragility only - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Equipment does not function but anchorage is OK. Equipment damaged beyond repair.,1.84,0.6,0.5
fra1532a,D3032.013l,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,1.0,Anchorage failure.,,,0.35
fra1533a,D3032.013l,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,2.0,Anchorage failure & Equipment damaged beyond repair.,,,0.15
fra1534a,D3032.013l,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,3.0,Motor damaged but anchorage is OK.,,,0.25
fra1535a,D3032.013l,NIST,FEMA P-58,,,,,D3032,Compressor,,,,,Compressor - Capacity: Large medical quality air supply - Equipment that is either hard anchored or is vibration isolated with seismic snubbers/restraints - Combined anchorage/isolator & equipment fragility - Costing is per unit.,,Peak Floor Acceleration,g,4.0,Equipment damaged beyond repair but anchorage is OK.,,,0.25
fra1536a,D3041.001a,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC A or B - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,1.92,0.5,1.0
fra1537a,D3041.001a,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC A or B - Costing per 10 units",,Peak Floor Acceleration,g,2.0,Fan dislodges from isolators and drops.,2.4,0.5,1.0
fra1538a,D3041.001b,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC C - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,1.92,0.5,1.0
fra1539a,D3041.001b,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC C - Costing per 10 units",,Peak Floor Acceleration,g,2.0,Fan dislodges from isolators and drops.,2.4,0.5,1.0
fra1540a,D3041.001c,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,2.25,0.4,1.0
fra1541a,D3041.001c,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F - Costing per 10 units",,Peak Floor Acceleration,g,2.0,Fan dislodges from isolators and drops.,2.6,0.4,1.0
fra1542a,D3041.001d,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F (OSHPD or sim) - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,2.25,0.4,1.0
fra1543a,D3041.001d,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported and vibration isolators, SDC D, E, F (OSHPD or sim) - Costing per 10 units",,Peak Floor Acceleration,g,2.0,Fan dislodges from isolators and drops.,2.6,0.4,1.0
fra1544a,D3041.002a,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC A or B - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,1.9,0.4,1.0
fra1545a,D3041.002b,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC C - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,1.9,0.4,1.0
fra1546a,D3041.002c,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC D, E, F - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,2.25,0.4,1.0
fra1547a,D3041.002d,NIST,FEMA P-58,,,,,D3041,HVAC Fan In Line Fan,,,,,"HVAC Fan In Line Fan, Fan independently supported but not on vibration isolators, SDC D, E, F (OSHPD or sim) - Costing per 10 units",,Peak Floor Acceleration,g,1.0,Bellows fails at fans.,2.25,0.4,1.0
fra1548a,D3041.011a,NIST,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
fra1549a,D3041.011a,NIST,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC A or B - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
fra1550a,D3041.011b,NIST,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
fra1551a,D3041.011b,NIST,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC C - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
fra1552a,D3041.011c,NIST,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,1.0,Individual supports fail and duct sags - 1 failed support per 1000 feet of ducting.,1.5,0.4,1.0
fra1553a,D3041.011c,NIST,FEMA P-58,,,,,D3041,HVAC Galvanized Sheet Metal Ducting,,,,,"HVAC Galvanized Sheet Metal Ducting less than 6 sq. ft in cross sectional area, SDC D, E, or F - Costing based upon 1000 ft segments of duct",,Peak Floor Acceleration,g,2.0,Several adjacent supports fail and sections of ducting fall - 60 feet of ducting fail and fall per 1000 foot of ducting.,2.25,0.4,1.0
